Invoice_ID,Invoice_Date,City,Store_Format,Category,Brand,Channel,Payment_Mode,Units,Cost_Price,Selling_Price,Revenue,Cost,Margin,Margin_%,Stock_On_Hand,Reorder_Level,Lead_Time_Days,Customer_Age,Customer_Gender,Loyalty_Flag
49609225,2024-09-08 14:52:00,Delhi,Express,Personal Care,Amul,Omnichannel,Cash,3,11.766835087217476,13.27212323501952,39.81636970505856,35.30050526165243,4.51586444340613,0.1134172823102052,331,56,5,,F,0
67571969,2024-08-14 10:43:00,Hyderabad,Express,Snacks,PepsiCo,Omnichannel,Wallet,1,69.17891683167322,90.07342215072497,90.07342215072497,69.17891683167322,20.89450531905173,0.2319719271250488,252,72,12,49.0, male ,0
37305824,2024-02-17 20:49:00,Mumbai,Hyper,Grocery,Amul,Offline,Wallet,2,193.59254886814605,244.97773784027487,489.95547568054974,387.1850977362921,102.77037794425767,0.2097545247382107,367,49,4,52.0,M,1
63340811,2024-09-19 20:12:00,Kolkata,Express,Grocery,PepsiCo,Omnichannel,Cash,4,99.92350757039006,136.45368871658474,545.814754866339,399.6940302815602,146.1207245847787,0.2677112028980625,142,37,10,,M,0
42268132,2024-04-01 01:39:00,Ahmedabad,Super,Vegetables,ITC,Online,UPI,4,115.5177466143868,164.3382986985,657.353194794,462.0709864575472,195.28220833645287,0.2970734909071979,448,48,11,,F,1
20503348,2024-09-11 02:58:00,Delhi,Super,Personal Care,HUL,Offline,UPI,3,11.88078330349318,14.141602078434556,42.42480623530367,35.64234991047954,6.782456324824132,0.1598700601531594,274,24,3,,F,0
21455082,2024-07-23 06:33:00,Delhi,Super,Snacks,Amul,Omnichannel,Card,2,180.30994582239617,258.9528227175411,517.9056454350822,360.6198916447924,157.28575379028985,0.3036957700242043,168,43,9,34.0,F,1
70303801,2024-04-30 04:28:00,Chennai,Express,Beverages,Nestle,Omnichannel,UPI,5,42.8835275920999,61.79906302787127,308.9953151393564,214.41763796049952,94.57767717885685,0.3060812657829536,85,29,10,46.0,O,0
74551804,2024-05-21 10:19:00,Ahmedabad,Super,Snacks,Britannia,Online,Wallet,3,185.7722306832348,225.03163129287432,675.094893878623,557.3166920497044,117.77820182891855,0.1744616984913741,425,47,14,,F,0
14799359,2024-02-25 01:27:00,Pune,Express,Personal Care,Amul,Omnichannel,Wallet,2,55.10890494098638,65.23792188872673,130.47584377745346,110.21780988197276,20.258033895480708,0.1552627161395015,292,63,10,39.0,M,0
59868573,2024-08-26 08:20:00,Delhi,Express,Personal Care,Tata,Online,Card,4,50.81544491413888,60.88713613248351,243.548544529934,203.26177965655552,40.2867648733785,0.1654157488443826,418,65,7,42.0,M,1
74966337,2024-11-13 03:10:00,Delhi,Super,Snacks,Parle,Omnichannel,UPI,3,58.473722226492704,82.60356393322029,247.81069179966084,175.42116667947812,72.38952512018273,0.292116230314651,301,56,10,47.0,,0
15135640,2024-05-25 12:18:00,Mumbai,Hyper,Home Care,Amul,Online,UPI,3,176.79502129408195,255.74543167021977,767.2362950106593,530.3850638822458,236.85123112841347,0.3087070211206873,169,55,7,,M,0
35781010,2024-11-26 06:33:00,Pune,Hyper,Grocery,HUL,Offline,Wallet,4,32.09724215737212,44.21269472844865,176.8507789137946,128.3889686294885,48.461810284306125,0.2740265583332754,487,60,13,,M,0
85984029,2024-03-06 14:48:00,Ahmedabad,Hyper,Fruits,Tata,Offline,UPI,1,122.50623640351712,156.5742907616506,156.5742907616506,122.50623640351712,34.06805435813348,0.2175839608942855,146,35,7,,FEMALE,1
44124475,2024-09-23 09:49:00,Mumbai,Express,Fruits,Britannia,Offline,Cash,5,63.11570696782736,72.91092410805679,364.554620540284,315.5785348391368,48.97608570114716,0.1343449868460389,461,57,12,,M,0
86749847,2024-08-11 08:28:00,Ahmedabad,Express,Fruits,HUL,Omnichannel,Cash,1,109.0367646340101,146.53863424230644,146.53863424230644,109.0367646340101,37.501869608296346,0.2559179686790704,337,34,9,40.0,F,1
77882658,2024-03-09 16:34:00,Chennai,Super,Fruits,PepsiCo,Omnichannel,Wallet,5,197.91619386517996,252.17634964433356,1260.8817482216675,989.5809693258996,271.3007788957681,0.2151675042313899,190,70,8,24.0,F,0
72125697,2024-02-23 17:21:00,Pune,Hyper,Personal Care,ITC,Offline,Wallet,1,33.71611238228466,39.48346749774064,39.48346749774064,33.71611238228466,5.7673551154559775,0.1460701270927129,353,70,13,,M,0
30950913,2024-03-01 10:03:00,Pune,Super,Snacks,HUL,Omnichannel,Card,3,180.7361740188104,258.139364524518,774.4180935735537,542.2085220564312,232.20957151712253,0.2998503953408307,329,46,7,53.0,M,1
23035104,2024-09-24 09:28:00,Bengaluru,Hyper,Dairy,Amul,Omnichannel,Wallet,4,71.66763169869242,89.68464951926234,358.73859807704935,286.67052679476967,72.06807128227967,0.2008929947002831,193,71,11,56.0,F,0
20968332,2024-09-25 15:25:00,Hyderabad,Super,Snacks,PepsiCo,Online,Card,2,128.38456527568468,182.00503254526024,364.0100650905205,256.76913055136936,107.24093453915116,0.2946098056724968,349,50,14,25.0,F,0
35522426,2024-11-11 04:12:00,Pune,Express,Vegetables,Tata,Online,Wallet,5,20.764278516492432,25.86574936161996,129.32874680809982,103.82139258246217,25.50735422563767,0.1972288053133764,200,52,14,,M,1
10813709,2024-09-03 05:48:00,Ahmedabad,Hyper,Dairy,Britannia,Omnichannel,Wallet,5,155.33148822192155,216.76404437647992,1083.8202218823997,776.6574411096078,307.16278077279185,0.2834075011437835,211,37,6,27.0,F,0
18319960,2024-07-24 05:11:00,Delhi,Super,Beverages,Amul,Online,Card,3,149.64387530747695,176.27804319931195,528.8341295979359,448.93162592243095,79.90250367550493,0.1510918059245788,61,75,10,32.0,F,1
55028189,2024-03-10 01:54:00,Bengaluru,Hyper,Fruits,PepsiCo,Online,UPI,3,155.72455157819493,188.19277577652423,564.5783273295726,467.1736547345848,97.4046725949878,0.1725264110928718,198,44,6,,M,0
75110627,2024-04-03 17:23:00,Pune,Super,Grocery,HUL,Online,Wallet,5,195.56048907985996,267.2653328006855,1336.3266640034274,977.8024453992996,358.52421860412767,0.2682908515273089,477,71,14,,M,0
39918500,2024-09-12 19:12:00,Ahmedabad,Express,Beverages,Nestle,Online,UPI,3,100.07291432040088,135.25782328035166,405.773469841055,300.2187429612026,105.55472687985235,0.2601321543303436,194,20,5,,M,1
56975107,2024-04-27 03:11:00,Delhi,Express,Vegetables,Britannia,Online,Card,3,61.3320112148724,66.9319623438958,200.7958870316874,183.9960336446172,16.799853387070243,0.0836663222310877,398,27,8,42.0,M,1
64019299,2024-09-17 18:37:00,Chennai,Super,Grocery,Tata,Offline,UPI,4,104.7514185323345,151.29982315126293,605.1992926050517,419.005674129338,186.1936184757137,0.3076567020993235,114,62,5,22.0,O,1
44973372,2024-11-04 18:01:00,Pune,Super,Snacks,HUL,Offline,Card,4,194.5795574543131,258.38338517603773,1033.533540704151,778.3182298172524,255.21531088689855,0.2469347155516784,259,61,7,59.0,F,0
87099097,2024-11-24 15:54:00,Delhi,Super,Beverages,Britannia,Offline,Wallet,2,32.88769506399039,37.806562855536114,75.61312571107223,65.77539012798078,9.837735583091444,0.1301061884504382,471,65,4,23.0,F,1
40073944,2024-10-14 05:28:00,Pune,Super,Beverages,Tata,Omnichannel,Card,5,52.812166473070384,57.373497966167655,286.8674898308383,264.0608323653519,22.806657465486357,0.0795024123470216,163,75,12,21.0,M,1
63742251,2024-11-05 16:11:00,Chennai,Super,Grocery,Nestle,Offline,Wallet,5,51.59503709084387,64.1683419260191,320.84170963009547,257.97518545421934,62.86652417587612,0.1959424921664834,267,77,13,57.0,,1
99409652,2024-03-09 12:23:00,Chennai,Express,Vegetables,Tata,Omnichannel,UPI,3,169.75187298969777,227.7926744447163,683.3780233341489,509.25561896909335,174.12240436505556,0.2547966109819068,305,51,9,35.0,F,0
17414469,2024-08-12 20:56:00,Ahmedabad,Hyper,Dairy,Amul,Omnichannel,Cash,5,33.206822637286464,44.646558644670186,223.2327932233509,166.0341131864323,57.19868003691863,0.2562288416993003,397,54,12,61.0,M,0
50346073,2024-04-18 20:28:00,Bengaluru,Super,Vegetables,Amul,Omnichannel,Wallet,4,71.08990918297505,100.54564211748142,402.1825684699257,284.3596367319002,117.82293173802547,0.2929588226219606,399,21,13,61.0,F,1
99809134,2024-06-25 03:52:00,Hyderabad,Hyper,Snacks,HUL,Offline,Cash,4,67.38362385635284,86.92814970707194,347.7125988282877,269.53449542541136,78.17810340287639,0.2248354062128286,323,48,6,,F,0
74368427,2024-04-05 07:49:00,Chennai,Super,Snacks,Parle,Online,UPI,2,53.06377103358376,64.90161394529376,129.80322789058752,106.12754206716752,23.67568582342,0.1823967416540401,173,54,11,,M,0
51795461,2024-11-10 23:46:00,Hyderabad,Super,Fruits,ITC,Offline,Card,2,92.85139671588666,129.24313473857646,258.4862694771529,185.70279343177333,72.78347604537959,0.281575791985395,456,55,3,59.0,M,0
29813515,2024-04-14 03:36:00,Pune,Express,Grocery,Parle,Online,Cash,3,184.5544559958117,230.83373940939492,692.5012182281848,553.6633679874352,138.83785024074962,0.2004875176912705,499,59,6,29.0,O,1
84262618,2024-09-12 20:27:00,Delhi,Hyper,Home Care,PepsiCo,Omnichannel,Card,2,74.66585353930495,107.03829191315926,214.0765838263185,149.3317070786099,64.74487674770862,0.3024379200680653,319,36,14,30.0,M,0
71848803,2024-10-09 06:21:00,Chennai,Hyper,Home Care,PepsiCo,Offline,Wallet,1,89.77421348586113,115.03312400866876,115.03312400866876,89.77421348586113,25.258910522807625,0.2195794536615744,272,53,7,48.0,F,1
31021624,2024-03-28 03:07:00,Mumbai,Express,Home Care,Nestle,Offline,UPI,4,137.8231969718899,149.2896248348452,597.1584993393808,551.2927878875596,45.8657114518212,0.0768065957405966,206,26,7,,F,0
24074646,2024-08-24 15:34:00,Pune,Super,Snacks,Parle,Online,Wallet,4,114.0742518646499,134.23746951653757,536.9498780661503,456.2970074585996,80.65287060755071,0.1502055851060544,370,41,9,,M,1
17659791,2024-03-19 20:09:00,Pune,Super,Vegetables,HUL,Offline,Wallet,4,174.08343993763785,196.53222521092584,786.1289008437034,696.3337597505514,89.79514109315198,0.1142244497012899,216,52,14,63.0,M,0
23864130,2024-05-06 20:26:00,Hyderabad,Super,Personal Care,PepsiCo,Online,UPI,1,161.36374653368742,181.32617079937572,181.32617079937572,161.36374653368742,19.962424265688327,0.1100912470477044,296,47,11,,F,1
74879002,2024-11-14 02:27:00,Kolkata,Express,Personal Care,Nestle,Online,UPI,5,191.87213690055663,261.80512037844807,1309.0256018922405,959.3606845027832,349.6649173894572,0.2671184710856723,115,60,12,36.0,F,0
20541367,2024-11-24 23:07:00,Delhi,Super,Fruits,HUL,Online,UPI,1,39.82531898502556,43.251640452756384,43.251640452756384,39.82531898502556,3.4263214677308227,0.0792183008982834,347,78,4,,F,1
18181277,2024-12-18 05:29:00,Ahmedabad,Super,Fruits,Britannia,Offline,Cash,2,81.98296251711898,116.28345039230462,232.56690078460923,163.96592503423796,68.60097575037128,0.2949730830953703,147,77,12,18.0,F,0
91618268,2024-01-24 15:07:00,Mumbai,Super,Personal Care,Tata,Omnichannel,Wallet,4,173.5355947704713,224.2401564659216,896.9606258636862,694.1423790818852,202.818246781801,0.2261172240269818,175,73,12,35.0,M,1
92052850,2024-07-28 03:43:00,Mumbai,Super,Snacks,HUL,Offline,UPI,1,118.36518359982205,169.13486312445824,169.13486312445824,118.36518359982205,50.76967952463619,0.3001727650157922,160,67,14,54.0,F,0
17225625,2024-03-31 03:53:00,Pune,Express,Fruits,Parle,Offline,Wallet,5,61.24818194169819,72.63821483106894,363.1910741553447,306.24090970849096,56.950164446853705,0.1568049671355494,62,58,14,,M,0
67493291,2024-06-07 15:11:00,Mumbai,Express,Fruits,HUL,Omnichannel,UPI,2,121.77454773511018,171.73948920356565,343.47897840713125,243.54909547022035,99.9298829369109,0.2909344944495042,163,34,13,54.0,M,0
27483142,2024-04-18 14:07:00,Pune,Hyper,Vegetables,Amul,Omnichannel,Card,1,145.8826560354013,185.2336871026817,185.2336871026817,145.8826560354013,39.35103106728039,0.2124399275465844,222,77,7,,M,0
49128095,2024-11-19 00:33:00,Mumbai,Super,Snacks,ITC,Offline,Cash,3,192.40856948652487,226.8002470696479,680.4007412089437,577.2257084595747,103.17503274936904,0.1516386248581188,449,41,5,,,0
71262214,2024-03-02 06:30:00,Ahmedabad,Hyper,Grocery,Amul,Online,Cash,2,19.88735189881784,21.83093255931262,43.66186511862524,39.77470379763568,3.887161320989563,0.089028751072097,104,47,7,30.0,M,1
32335367,2024-12-24 12:28:00,Ahmedabad,Super,Beverages,Nestle,Offline,Cash,4,155.3688352049777,215.77641923008724,863.105676920349,621.4753408199108,241.63033610043817,0.2799545207055066,488,32,7,,M,0
82189960,2024-10-18 10:27:00,Kolkata,Hyper,Fruits,Britannia,Omnichannel,Wallet,4,49.35849884350028,55.27862150899323,221.11448603597293,197.4339953740011,23.680490661971817,0.1070960618026593,234,46,13,61.0,,0
91840047,2024-02-25 09:06:00,Pune,Super,Snacks,Tata,Online,UPI,3,53.6725311853392,60.93891991473448,182.81675974420347,161.0175935560176,21.799166188185865,0.1192405237828696,101,78,7,60.0,M,1
14021513,2024-08-14 14:52:00,Mumbai,Super,Fruits,Parle,Omnichannel,UPI,5,111.35014043564642,154.22736295225593,771.1368147612797,556.7507021782321,214.38611258304752,0.2780130691197967,107,22,5,,M,0
88094395,2024-04-11 02:14:00,Chennai,Super,Home Care,PepsiCo,Omnichannel,UPI,5,59.844682081228086,68.19877040876982,340.9938520438491,299.22341040614043,41.77044163770864,0.1224961722545581,201,77,8,29.0,F,1
92932299,2024-03-29 10:22:00,Chennai,Super,Personal Care,Tata,Online,Cash,4,12.671253498023304,14.577457007694232,58.30982803077693,50.68501399209322,7.624814038683709,0.130763788818914,434,75,11,,F,0
92053467,2024-06-29 17:35:00,Delhi,Super,Fruits,ITC,Online,Cash,5,139.79333863533574,150.5290045397632,752.6450226988161,698.9666931766787,53.67832952213735,0.0713195834733071,474,36,10,57.0,M,0
76724847,2024-04-30 08:55:00,Ahmedabad,Express,Grocery,Britannia,Online,Card,5,41.8916029753879,45.02150228545004,225.1075114272502,209.4580148769395,15.649496550310689,0.0695200993120492,285,31,12,,M,0
64835891,2024-12-13 04:56:00,Delhi,Express,Personal Care,Nestle,Omnichannel,UPI,2,174.7337331295687,244.2564449130938,488.5128898261876,349.4674662591374,139.0454235670502,0.2846299994592208,137,53,11,33.0,M,1
91452780,2024-02-25 09:30:00,Pune,Super,Home Care,PepsiCo,Omnichannel,UPI,3,107.3976501571054,122.89606716108906,368.6882014832672,322.1929504713162,46.49525101195104,0.1261099509691286,235,29,5,33.0,M,0
65569748,2024-09-15 22:25:00,Bengaluru,Hyper,Vegetables,Tata,Omnichannel,UPI,4,192.29295227221337,211.2854123962784,845.1416495851136,769.1718090888535,75.96984049626008,0.0898900681720682,474,25,8,,F,0
32540680,2024-07-27 16:40:00,Ahmedabad,Hyper,Vegetables,ITC,Omnichannel,Cash,3,47.98749503270065,64.2250699343852,192.6752098031556,143.96248509810195,48.71272470505366,0.2528230007109915,207,63,4,,F,0
70203795,2024-09-29 11:58:00,Delhi,Express,Vegetables,PepsiCo,Online,Cash,2,168.93797355128598,238.5995128304985,477.199025660997,337.875947102572,139.32307855842504,0.2919601069290539,88,50,3,63.0,M,0
72371430,2024-05-13 03:23:00,Hyderabad,Super,Snacks,Amul,Offline,Wallet,5,67.69149519521774,72.27605372468602,361.3802686234301,338.4574759760887,22.9227926473414,0.0634312236654726,170,32,12,29.0,F,0
84268130,2024-05-15 02:36:00,Hyderabad,Hyper,Personal Care,HUL,Omnichannel,Cash,3,163.15637455898244,230.340222704124,691.0206681123718,489.4691236769473,201.5515444354245,0.291672237512075,422,50,14,19.0,F,1
40747627,2024-05-27 13:46:00,Bengaluru,Express,Snacks,Amul,Omnichannel,UPI,3,61.48953660159077,81.21047668744691,243.63143006234077,184.46860980477229,59.162820257568455,0.2428373886014205,91,66,11,,F,0
59481597,2024-12-27 05:20:00,Delhi,Express,Vegetables,PepsiCo,Online,Wallet,1,136.25952430045868,182.20424859445723,182.20424859445723,136.25952430045868,45.944724293998576,0.252160554149648,277,23,11,,M,1
86275538,2024-04-28 11:33:00,Chennai,Hyper,Grocery,Tata,Offline,UPI,5,53.194326192469845,70.00657461893013,350.03287309465065,265.9716309623492,84.06124213230146,0.2401524216543252,186,21,13,37.0,M,0
84185523,2024-11-07 19:25:00,Ahmedabad,Express,Vegetables,ITC,Offline,Wallet,1,142.93201469869285,180.64430627223663,180.64430627223663,142.93201469869285,37.71229157354381,0.2087654593259651,245,48,14,27.0,F,0
69600193,2024-09-07 09:33:00,Pune,Express,Snacks,PepsiCo,Offline,Card,2,156.60542962053495,204.4995363069892,408.9990726139784,313.2108592410699,95.7882133729085,0.2342015417314047,407,36,5,57.0,M,0
31714546,2024-04-16 10:16:00,Delhi,Express,Home Care,Nestle,Online,Wallet,1,195.05743834765744,267.3762804626035,267.3762804626035,195.05743834765744,72.31884211494608,0.2704759075480554,281,26,9,,F,0
48598255,2024-03-21 01:54:00,Delhi,Super,Grocery,Britannia,Offline,Wallet,4,45.68793841625399,55.42303993359115,221.6921597343646,182.75175366501597,38.940406069348654,0.1756508038714933,209,74,12,53.0,F,1
93894539,2024-01-17 12:41:00,Delhi,Hyper,Dairy,Britannia,Offline,Wallet,3,189.461493886224,215.7744129764965,647.3232389294897,568.3844816586719,78.93875727081775,0.1219464288063605,335,68,3,40.0,,0
29425228,2024-10-01 02:32:00,Hyderabad,Hyper,Personal Care,Parle,Omnichannel,UPI,1,147.32076770094423,162.73836803298389,162.73836803298389,147.32076770094423,15.417600332039656,0.094738570371523,495,24,13,34.0,M,0
94673710,2024-04-01 15:49:00,Mumbai,Express,Personal Care,PepsiCo,Offline,Card,5,142.53041069568545,158.35326157816274,791.7663078908138,712.6520534784272,79.11425441238657,0.0999212187029516,60,78,3,39.0,F,0
82488616,2024-03-15 15:33:00,Pune,Express,Personal Care,ITC,Omnichannel,Wallet,2,190.3847661920993,273.3748986769401,546.7497973538802,380.7695323841986,165.98026496968157,0.3035762715834203,293,24,12,,F,0
20547132,2024-12-07 17:14:00,Delhi,Express,Vegetables,PepsiCo,Offline,Card,1,166.23668972788676,197.57552760856765,197.57552760856765,166.23668972788676,31.33883788068087,0.1586170021156097,235,26,13,55.0,F,0
67463119,2024-03-16 05:04:00,Chennai,Express,Home Care,Amul,Offline,Cash,2,104.97210039206126,141.42290573690272,282.84581147380544,209.94420078412253,72.90161068968291,0.2577432923960212,365,38,7,,F,1
72323948,2024-06-11 04:48:00,Chennai,Express,Personal Care,Britannia,Online,Wallet,4,43.508291015177605,58.694719450468526,234.7788778018741,174.03316406071042,60.74571374116368,0.2587358552434429,99,73,12,,F,0
88639161,2024-02-17 02:59:00,Pune,Super,Personal Care,PepsiCo,Offline,UPI,4,95.4858780864383,122.894783435758,491.579133743032,381.9435123457532,109.63562139727878,0.2230274107903646,339,66,10,,F,0
21729890,2024-06-07 21:51:00,Chennai,Hyper,Fruits,ITC,Online,UPI,2,52.93379298430767,71.24847742691337,142.49695485382674,105.86758596861534,36.62936888521139,0.2570536957985226,387,59,9,43.0,M,1
98115737,2024-06-24 07:06:00,Mumbai,Hyper,Snacks,Britannia,Omnichannel,UPI,4,120.81491018571404,151.9855019614005,607.942007845602,483.2596407428561,124.6823671027459,0.2050892445228283,263,21,13,41.0,F,0
66278241,2024-03-27 16:29:00,Kolkata,Express,Vegetables,ITC,Offline,Wallet,3,56.84683857731334,73.54541097987723,220.6362329396317,170.54051573194002,50.09571720769168,0.2270511807614045,232,42,10,43.0,M,0
29706136,2024-10-05 06:44:00,Chennai,Super,Vegetables,HUL,Omnichannel,Cash,4,80.58711692579186,89.43375184858643,357.7350073943457,322.34846770316744,35.38653969117826,0.0989183025416639,322,41,9,32.0,F,0
45396734,2024-02-24 12:26:00,Pune,Super,Grocery,PepsiCo,Offline,Wallet,4,135.52602837221684,163.87245714591128,655.4898285836451,542.1041134888674,113.38571509477777,0.172978603405299,343,54,13,,F,0
70300015,2024-12-16 02:15:00,Delhi,Hyper,Snacks,HUL,Online,Wallet,2,94.5706226603062,101.9946652311756,203.9893304623512,189.1412453206124,14.848085141738808,0.0727885380479701,365,74,10,,M,0
48338507,2024-04-08 20:23:00,Kolkata,Hyper,Home Care,PepsiCo,Online,Cash,4,143.2904451516257,159.67195497841112,638.6878199136445,573.1617806065028,65.52603930714167,0.1025947845944538,392,72,7,38.0,F,1
81046883,2024-08-29 09:13:00,Mumbai,Hyper,Fruits,HUL,Omnichannel,Cash,5,43.12979304672004,59.59081728396608,297.9540864198304,215.6489652336002,82.3051211862302,0.2762342419102072,480,24,14,,M,0
87076910,2024-12-20 09:57:00,Mumbai,Express,Dairy,Tata,Omnichannel,Card,5,139.89287984570353,161.64530837286767,808.2265418643384,699.4643992285177,108.76214263582074,0.1345688826117227,424,78,4,,M,0
69368354,2024-10-25 04:23:00,Delhi,Express,Snacks,Parle,Offline,Card,1,181.915612759664,248.80252004831456,248.80252004831456,181.915612759664,66.88690728865055,0.2688353288208732,147,27,10,45.0,M,1
13272706,2024-05-02 21:47:00,Ahmedabad,Super,Beverages,Amul,Omnichannel,Cash,1,177.13197038389552,199.65710650373185,199.65710650373185,177.13197038389552,22.525136119836333,0.1128191052864692,98,63,10,,M,0
33051623,2024-03-05 21:49:00,Ahmedabad,Express,Beverages,PepsiCo,Online,UPI,1,178.53492253163455,221.4736685845513,221.4736685845513,178.53492253163455,42.93874605291674,0.1938774316935295,61,24,12,50.0,M,0
29097877,2024-12-18 07:21:00,Kolkata,Super,Personal Care,HUL,Online,Wallet,5,149.40500131115814,163.0802520807619,815.4012604038096,747.0250065557907,68.3762538480189,0.0838559580030046,432,47,7,57.0,F,0
36498615,2024-12-09 23:18:00,Pune,Super,Beverages,Tata,Offline,Card,1,42.1353787587384,58.10558467855232,58.10558467855232,42.1353787587384,15.97020591981392,0.2748480375537598,190,70,3,55.0,F,0
50305869,2024-07-06 18:47:00,Mumbai,Express,Dairy,HUL,Omnichannel,Wallet,2,11.140200393352591,11.7518640450745,23.503728090149,22.280400786705183,1.223327303443817,0.0520482239562899,117,52,3,34.0,F,0
75493094,2024-06-26 21:47:00,Hyderabad,Express,Dairy,Amul,Offline,UPI,4,143.36528335010132,198.21181177938493,792.8472471175397,573.4611334004053,219.38611371713444,0.2767066600971756,112,24,10,,F,0
60344190,2024-11-03 13:28:00,Kolkata,Express,Personal Care,Parle,Offline,Wallet,2,159.7258478400506,225.9532478782854,451.9064957565708,319.4516956801012,132.4548000764696,0.2931022265008982,413,51,9,37.0,F,0
20231396,2024-03-15 16:02:00,Ahmedabad,Hyper,Personal Care,Parle,Offline,Wallet,4,46.45593508380902,57.43146233416127,229.72584933664507,185.82374033523607,43.902109001409,0.1911065260099395,280,45,9,54.0,M,0
